YearLow|OneyrTargetPrice|DividendShare|ChangeFromFiftydayMovingAverage|FiftydayMovingAverage|SharesOwned|PercentChangeFromTwoHundreddayMovingAverage|PricePaid|DaysLow|DividendYield|Commission|EPSEstimateNextQuarter|ChangeFromYearLow|ChangeFromYearHigh|EarningsShare|AverageDailyVolume|LastTradePriceOnly|YearHigh|EBITDA|Change_PercentChange|AnnualizedGain|ShortRatio|LastTradeDate|PriceSales|EPSEstimateCurrentYear|BookValue|u|Bid|AskRealtime|PreviousClose|DaysRangeRealtime|EPSEstimateNextYear|Volume|HoldingsGainPercent|PercentChange|TickerTrend|Ask|ChangeRealtime|PriceEPSEstimateNextYear|HoldingsGain|Change|MarketCapitalization|Name|HoldingsValue|DaysRange|AfterHoursChangeRealtime|symbol|ChangePercentRealtime|DaysValueChange|LastTradeTime|StockExchange|DividendPayDate|LastTradeRealtimeWithTime|Notes|MarketCapRealtime|ExDividendDate|PERatio|DaysValueChangeRealtime|ErrorIndicationreturnedforsymbolchangedinvalid|ChangeinPercent|HoldingsValueRealtime|PercentChangeFromFiftydayMovingAverage|PriceBook|ChangeFromTwoHundreddayMovingAverage|DaysHigh|PercentChangeFromYearLow|TradeDate|LastTradeWithTime|BidRealtime|YearRange|HighLimit|OrderBookRealtime|HoldingsGainRealtime|PEGRatio|Currency|LowLimit|HoldingsGainPercentRealtime|TwoHundreddayMovingAverage|PERatioRealtime|PercebtChangeFromYearHigh|Open|PriceEPSEstimateCurrentYear|MoreInfo
20.79|25.17|0.60|-1.13|22.69|None|-7.66%|None|21.43|2.80|None|0.42|0.77|-5.09|0.81|74830|21.56|26.65|0.00|+0.01 - +0.05%|None|9.20|8/14/2015|3.06|1.07|23.07|2015-08-14 13:40:00 UTC+0000|21.57|None|21.55|None|1.83|1605|None|+0.05%|None|21.68|None|11.78|None|+0.01|390.73M|Peoples Bancorp Inc.|None|21.43 - 21.56|None|PEBO|None|None|9:40am|NMS|8/17/2015|None|None|None|7/30/2015|26.65|None|None|+0.05%|None|-4.99%|0.93|-1.79|21.56|+3.70%|None|9:40am - <b>21.56</b>|None|20.79 - 26.65|None|None|None|6.66|USD|None|None|23.35|None|-19.10%|21.50|20.15|None
18.46|26.50|0.12|2.06|24.45|None|+19.07%|None|26.34|0.50|None|0.36|8.05|-1.40|0.39|194206|26.51|27.91|75.40M|-0.02 - -0.08%|None|4.10|8/14/2015|3.26|0.78|3.96|2015-08-14 13:51:00 UTC+0000|26.49|None|26.53|None|0.95|5042|None|-0.08%|None|26.57|None|27.91|None|-0.02|2.03B|Pegasystems Inc.|None|26.34 - 26.52|None|PEGA|None|None|9:51am|NMS|7/15/2015|None|None|None|6/29/2015|67.97|None|None|-0.08%|None|+8.41%|6.70|4.25|26.52|+43.61%|None|9:51am - <b>26.51</b>|None|18.46 - 27.91|None|None|None|1.21|USD|None|None|22.26|None|-5.02%|26.44|33.99|None
21.04|31.54|1.45|-2.92|26.00|None|-17.77%|None|22.87|6.80|None|0.16|2.04|-10.07|-0.58|1194360|23.08|33.15|161.06M|-0.01 - -0.04%|None|3.90|8/14/2015|6.47|-0.04|11.16|2015-08-14 13:53:00 UTC+0000|23.08|None|23.09|None|0.63|57146|None|-0.04%|None|23.09|None|36.63|None|-0.01|1.72B|Pattern Energy Group Inc.|None|22.87 - 23.70|None|PEGI|None|None|9:53am|NMS|10/30/2015|None|None|None|6/26/2015|None|None|None|-0.04%|None|-11.22%|2.07|-4.99|23.70|+9.70%|None|9:53am - <b>23.08</b>|None|21.04 - 33.15|None|None|None|-38.48|USD|None|None|28.07|None|-30.38%|22.97|None|None
7.05|18.38|None|-0.86|8.64|None|-24.52%|None|7.75|None|None|0.28|0.73|-16.19|0.48|883111|7.78|23.97|39.01M|+0.02 - +0.26%|None|3.30|8/14/2015|0.34|0.40|8.53|2015-08-14 13:53:00 UTC+0000|7.77|None|7.76|None|2.18|73296|None|+0.26%|None|7.79|None|3.57|None|+0.02|330.81M|Pacific Ethanol, Inc.|None|7.75 - 7.95|None|PEIX|None|None|9:53am|NCM|None|None|None|None|None|16.14|None|None|+0.26%|None|-9.97%|0.91|-2.53|7.95|+10.35%|None|9:53am - <b>7.78</b>|None|7.05 - 23.97|None|None|None|0.96|USD|None|None|10.31|None|-67.54%|7.76|19.45|None
11|19|0|19|0|None|+1%|None|None|0|None|0|8|-0|1|33232|19|19|0.00|+0 - +0%|None|0|3/10/2015|None|1|0|2015-03-10 19:59:00 UTC+0000|None|None|19|None|2|0|None|+0%|None|None|None|None|None|+0|None|None|None|None|None|PENX|None|None|3:59pm|NMS|None|None|None|None|2/11/2009|None|None|None|+0%|None|+inf%|None|0|None|+77%|None|3:59pm - <b>19</b>|None|11 - 19|None|None|None|0|USD|None|None|19|None|-1%|19|None|None
89.82|105.67|2.81|2.52|96.58|None|+2.93%|None|98.78|2.80|None|1.12|9.28|-1.66|4.32|4385660|99.10|100.76|12.19B|+0.31 - +0.31%|None|1.90|8/14/2015|2.22|4.54|11.19|2015-08-14 13:54:00 UTC+0000|99.07|None|98.79|None|4.92|322106|None|+0.31%|None|99.10|None|20.14|None|+0.31|145.58B|Pepsico, Inc. Common Stock|None|98.78 - 99.10|None|PEP|None|None|9:54am|NYQ|9/30/2015|None|None|None|6/3/2015|22.91|None|None|+0.31%|None|+2.61%|8.83|2.82|99.10|+10.33%|None|9:54am - <b>99.10</b>|None|89.82 - 100.76|None|None|None|3.66|USD|None|None|96.28|None|-1.65%|98.83|21.83|None
15.75|None|None|-0.65|19.53|None|-0.86%|None|18.78|None|None|0.00|3.13|-2.91|None|4209|18.88|21.79|0.00|+0.28 - +1.51%|None|0.00|8/14/2015|None|None|0.00|2015-08-14 13:36:00 UTC+0000|18.88|None|18.60|None|None|200|None|+1.51%|None|18.98|None|None|None|+0.28|None|Cabco Tr Jcp 7.625 Common Stock|None|18.78 - 18.88|None|PFH|None|None|9:36am|NYQ|9/1/2015|None|None|None|8/12/2015|None|None|None|+1.51%|None|-3.31%|None|-0.16|18.88|+19.87%|None|9:36am - <b>18.88</b>|None|15.75 - 21.79|None|None|None|0.00|USD|None|None|19.04|None|-13.35%|18.78|None|None
290.85|389.27|None|-50.22|365.09|None|-20.21%|None|313.00|None|None|4.02|24.02|-165.31|14.76|2077980|314.87|480.18|5.24B|+0.96 - +0.31%|None|0.80|8/14/2015|7.17|15.92|53.46|2015-08-14 13:53:00 UTC+0000|314.49|None|313.91|None|17.78|178421|None|+0.31%|None|314.89|None|17.71|None|+0.96|74.05B|Biogen Idec Inc.|None|313.00 - 316.27|None|BIIB|None|None|9:53am|NMS|None|None|None|None|None|21.33|None|None|+0.31%|None|-13.75%|5.87|-79.75|316.27|+8.26%|None|9:53am - <b>314.87</b>|None|290.85 - 480.18|None|None|None|1.26|USD|None|None|394.62|None|-34.43%|314.22|19.78|None
24.1200|None|None|1.4545|27.0154|None|-12.0873%|None|28.3600|None|None|0.0000|4.3499|-46.5301|None|544356|28.4699|75.0000|0.00|-0.0801 - -0.2806%|None|0.0000|8/14/2015|None|None|0.0000|2015-08-14 13:52:00 UTC+0000|28.4000|None|28.5500|None|None|141419|None|-0.2806%|None|28.4700|None|None|None|-0.0801|None|ProShares UltraShort Nasdaq Bio|None|28.3600 - 28.8599|None|BIS|None|None|9:52am|NGM|None|None|None|None|None|None|None|None|-0.2806%|None|+5.3840%|None|-3.9144|28.8599|+18.0344%|None|9:52am - <b>28.4699</b>|None|24.1200 - 75.0000|None|None|None|0.0000|USD|None|None|32.3843|None|-62.0401%|28.6600|None|None
32.90|54.92|None|-2.74|49.39|None|-4.81%|None|46.12|None|None|0.38|13.75|-8.79|1.36|362992|46.65|55.44|108.80M|+0.35 - +0.76%|None|7.70|8/14/2015|1.35|1.50|13.06|2015-08-14 13:53:00 UTC+0000|46.57|None|46.30|None|1.80|21936|None|+0.76%|None|46.65|None|25.92|None|+0.35|1.19B|BJ's Restaurants, Inc.|None|46.12 - 46.82|None|BJRI|None|None|9:53am|NMS|None|None|None|None|None|34.38|None|None|+0.76%|None|-5.55%|3.54|-2.36|46.82|+41.79%|None|9:53am - <b>46.65</b>|None|32.90 - 55.44|None|None|None|1.53|USD|None|None|49.01|None|-15.85%|46.12|31.10|None
11.73|21.00|0.60|0.10|17.60|None|+9.83%|None|17.38|3.50|None|-0.30|5.97|-1.30|0.21|1420480|17.70|19.00|322.22M|+0.34 - +1.96%|None|4.20|8/14/2015|0.18|0.73|18.80|2015-08-14 13:54:00 UTC+0000|17.65|None|17.36|None|0.85|37990|None|+1.96%|None|17.68|None|20.82|None|+0.34|1.13B|Barnes & Noble, Inc. Common Sto|None|17.38 - 17.70|None|BKS|None|None|9:54am|NYQ|8/17/2015|None|None|None|8/5/2015|84.69|None|None|+1.96%|None|+0.59%|0.92|1.58|17.70|+50.90%|None|9:54am - <b>17.70</b>|None|11.73 - 19.00|None|None|None|2.40|USD|None|None|16.12|None|-6.86%|17.40|24.25|None
36.15|64.00|0.48|3.57|59.34|None|+21.88%|None|62.68|0.80|None|0.44|26.76|-0.56|0.57|213984|62.91|63.47|98.16M|-0.19 - -0.30%|None|12.60|8/14/2015|4.79|1.55|4.28|2015-08-14 13:53:00 UTC+0000|62.75|None|63.10|None|1.83|21838|None|-0.30%|None|63.06|None|34.38|None|-0.19|2.87B|Blackbaud, Inc.|None|62.68 - 63.47|None|BLKB|None|None|9:53am|NMS|9/15/2015|None|None|None|5/26/2015|110.37|None|None|-0.30%|None|+6.02%|14.73|11.29|63.47|+74.02%|None|9:53am - <b>62.91</b>|None|36.15 - 63.47|None|None|None|2.04|USD|None|None|51.62|None|-0.88%|62.68|40.59|None
61.76|79.43|0.52|0.83|69.81|None|-0.53%|None|70.26|0.70|None|0.79|8.88|-6.56|2.86|972459|70.64|77.20|1.11B|+0.28 - +0.40%|None|8.00|8/14/2015|1.16|3.33|8.24|2015-08-14 13:53:00 UTC+0000|70.58|None|70.36|None|3.83|17561|None|+0.40%|None|70.65|None|18.44|None|+0.28|9.76B|Ball Corporation Common Stock|None|70.26 - 70.79|None|BLL|None|None|9:53am|NYQ|9/15/2015|None|None|None|5/28/2015|24.71|None|None|+0.40%|None|+1.19%|8.53|-0.37|70.79|+14.38%|None|9:53am - <b>70.64</b>|None|61.76 - 77.20|None|None|None|3.51|USD|None|None|71.01|None|-8.50%|70.36|21.21|None
29.73|214.67|None|-27.72|159.30|None|-5.91%|None|129.40|None|None|-0.98|101.85|-65.77|-3.68|962319|131.58|197.35|-93.62M|-0.33 - -0.25%|None|3.00|8/14/2015|199.02|-4.09|25.56|2015-08-14 13:53:00 UTC+0000|131.25|None|131.91|None|-3.95|30069|None|-0.25%|None|131.59|None|None|None|-0.33|4.77B|bluebird bio, Inc.|None|129.40 - 132.99|None|BLUE|None|None|9:53am|NMS|None|None|None|None|None|None|None|None|-0.25%|None|-17.40%|5.16|-8.26|132.99|+342.58%|None|9:53am - <b>131.58</b>|None|29.73 - 197.35|None|None|None|-0.14|USD|None|None|139.84|None|-33.33%|131.90|None|None
65.91|160.06|None|-4.77|141.46|None|+10.96%|None|135.03|None|None|-0.73|70.78|-15.06|-1.38|1305220|136.69|151.75|-173.63M|+0.85 - +0.63%|None|3.60|8/14/2015|25.40|-2.33|14.64|2015-08-14 13:53:00 UTC+0000|136.48|None|135.84|None|-1.67|47071|None|+0.63%|None|136.91|None|None|None|+0.85|22.02B|BioMarin Pharmaceutical Inc.|None|135.03 - 137.80|None|BMRN|None|None|9:53am|NMS|None|None|None|None|None|None|None|None|+0.63%|None|-3.37%|9.28|13.50|137.80|+107.39%|None|9:53am - <b>136.69</b>|None|65.91 - 151.75|None|None|None|-2.34|USD|None|None|123.19|None|-9.92%|135.03|None|None
27.44|34.00|0.80|-0.31|29.81|None|-1.70%|None|29.40|2.70|None|0.54|2.06|-2.27|1.84|67153|29.50|31.77|0.00|+0.02 - +0.07%|None|4.10|8/14/2015|3.73|2.01|21.43|2015-08-14 13:53:00 UTC+0000|29.47|None|29.48|None|2.29|1745|None|+0.07%|None|29.57|None|12.88|None|+0.02|524.16M|Bryn Mawr Bank Corporation|None|29.40 - 29.50|None|BMTC|None|None|9:53am|NMS|9/1/2015|None|None|None|7/31/2015|16.07|None|None|+0.07%|None|-1.04%|1.38|-0.51|29.50|+7.51%|None|9:53am - <b>29.50</b>|None|27.44 - 31.77|None|None|None|2.10|USD|None|None|30.01|None|-7.15%|29.40|14.68|None
15.51|23.70|0.20|1.21|21.13|None|+19.81%|None|22.03|0.90|None|0.39|6.83|-0.98|1.16|96144|22.34|23.32|0.00|+0.19 - +0.86%|None|4.40|8/14/2015|4.78|1.28|12.38|2015-08-14 13:53:00 UTC+0000|22.24|None|22.15|None|1.73|8525|None|+0.86%|None|22.43|None|12.91|None|+0.19|851.58M|BNC Bancorp|None|22.03 - 22.50|None|BNCN|None|None|9:53am|NCM|8/28/2015|None|None|None|8/12/2015|19.29|None|None|+0.86%|None|+5.73%|1.79|3.69|22.50|+44.04%|None|9:53am - <b>22.34</b>|None|15.51 - 23.32|None|None|None|1.76|USD|None|None|18.65|None|-4.20%|22.03|17.45|None
51.53|None|None|0.49|52.44|None|-0.63%|None|52.91|None|None|0.00|1.40|-1.32|None|664125|52.93|54.25|0.00|-0.06 - -0.11%|None|0.00|8/14/2015|None|None|0.00|2015-08-14 13:53:00 UTC+0000|52.92|None|52.99|None|None|19113|None|-0.11%|None|52.94|None|None|None|-0.06|None|Vanguard Total International Bo|None|52.91 - 52.99|None|BNDX|None|None|9:53am|NGM|8/7/2015|None|None|None|7/1/2015|None|None|None|-0.11%|None|+0.92%|None|-0.34|52.99|+2.72%|None|9:53am - <b>52.93</b>|None|51.53 - 54.25|None|None|None|0.00|USD|None|None|53.27|None|-2.43%|52.99|None|None
19.58|49.17|None|-2.55|41.68|None|+8.15%|None|38.26|None|None|-0.42|19.55|-8.36|-2.46|163991|39.13|47.49|-50.45M|+0.29 - +0.75%|None|14.00|8/14/2015|6.99|-1.96|0.13|2015-08-14 13:53:00 UTC+0000|38.91|None|38.84|None|-1.59|5701|None|+0.75%|None|39.27|None|None|None|+0.29|1.13B|Benefitfocus, Inc.|None|38.26 - 39.13|None|BNFT|None|None|9:53am|NGM|None|None|None|None|None|None|None|None|+0.75%|None|-6.11%|305.83|2.95|39.13|+99.85%|None|9:53am - <b>39.13</b>|None|19.58 - 47.49|None|None|None|-0.90|USD|None|None|36.18|None|-17.60%|38.94|None|None
14.79|61.25|0.00|-2.03|49.23|None|+10.74%|None|46.57|0.00|None|-0.26|32.41|-8.98|-0.76|845967|47.20|56.18|-64.00M|+0.30 - +0.64%|None|6.40|8/14/2015|203.73|-0.81|5.45|2015-08-14 13:53:00 UTC+0000|47.22|None|46.90|None|-0.93|40251|None|+0.64%|None|47.29|None|None|None|+0.30|4.05B|Neurocrine Biosciences, Inc.|None|46.57 - 47.38|None|NBIX|None|None|9:53am|NMS|None|None|None|None|None|None|None|None|+0.64%|None|-4.13%|8.61|4.58|47.38|+219.13%|None|9:53am - <b>47.20</b>|None|14.79 - 56.18|None|None|None|6.14|USD|None|None|42.62|None|-15.98%|46.65|None|None
9.9100|16.0400|0.2400|-1.1795|12.5994|None|-16.4149%|None|11.3900|2.0000|None|-0.1400|1.5099|-15.9201|-2.4170|6783000|11.4199|27.3400|1.60B|-0.0101 - -0.0884%|None|2.3000|8/14/2015|0.6432|-0.2300|16.8990|2015-08-14 13:54:00 UTC+0000|11.4100|None|11.4300|None|-0.2700|552126|None|-0.0884%|None|11.4200|None|None|None|-0.0101|3.78B|Nabors Industries Ltd.|None|11.3900 - 11.6900|None|NBR|None|None|9:54am|NYQ|9/30/2015|None|None|None|6/5/2015|None|None|None|-0.0884%|None|-9.3616%|0.6764|-2.2427|11.6900|+15.2361%|None|9:54am - <b>11.4199</b>|None|9.9100 - 27.3400|None|None|None|4.1700|USD|None|None|13.6626|None|-58.2301%|11.4700|None|None
22.22|26.50|0.88|-0.19|26.66|None|+4.98%|None|26.34|3.30|None|0.43|4.25|-1.25|1.50|105008|26.47|27.72|0.00|+0.02 - +0.08%|None|10.10|8/14/2015|3.38|1.71|20.05|2015-08-14 13:53:00 UTC+0000|26.48|None|26.45|None|1.76|5437|None|+0.08%|None|26.59|None|15.04|None|+0.02|1.16B|NBT Bancorp Inc.|None|26.34 - 26.53|None|NBTB|None|None|9:53am|NMS|9/15/2015|None|None|None|5/27/2015|17.63|None|None|+0.08%|None|-0.72%|1.32|1.26|26.53|+19.13%|None|9:53am - <b>26.47</b>|None|22.22 - 27.72|None|None|None|3.09|USD|None|None|25.21|None|-4.51%|26.34|15.48|None
30.44|63.69|None|0.74|58.56|None|+11.55%|None|58.90|None|None|0.53|28.86|-3.92|1.43|1534910|59.30|63.22|982.44M|-0.09 - -0.15%|None|0.00|8/14/2015|3.66|2.88|16.33|2015-08-14 13:54:00 UTC+0000|59.25|None|59.39|None|3.87|67821|None|-0.15%|None|59.30|None|15.32|None|-0.09|13.59B|Norwegian Cruise Line Holdings|None|58.90 - 59.70|None|NCLH|None|None|9:54am|NMS|None|None|None|None|None|41.44|None|None|-0.15%|None|+1.26%|3.64|6.14|59.70|+94.81%|None|9:54am - <b>59.30</b>|None|30.44 - 63.22|None|None|None|0.95|USD|None|None|53.16|None|-6.20%|58.94|20.59|None
11.70|17.99|0.88|-0.81|15.51|None|-5.08%|None|14.62|6.00|None|0.20|3.00|-2.06|0.24|260875|14.70|16.76|203.90M|-0.05 - -0.34%|None|5.40|8/14/2015|2.06|0.53|-7.14|2015-08-14 13:52:00 UTC+0000|14.66|None|14.75|None|0.58|19188|None|-0.34%|None|14.71|None|25.34|None|-0.05|867.48M|National CineMedia, Inc.|None|14.62 - 14.84|None|NCMI|None|None|9:52am|NMS|6/9/2015|None|None|None|5/21/2015|61.76|None|None|-0.34%|None|-5.21%|None|-0.79|14.84|+25.64%|None|9:52am - <b>14.70</b>|None|11.70 - 16.76|None|None|None|2.05|USD|None|None|15.49|None|-12.29%|14.68|27.74|None
22.83|32.75|None|-1.93|29.25|None|-7.12%|None|27.20|None|None|0.89|4.49|-9.18|-1.52|2602540|27.32|36.50|323.00M|+0.09 - +0.33%|None|1.40|8/14/2015|0.71|2.68|9.39|2015-08-14 13:51:00 UTC+0000|27.25|None|27.23|None|3.01|30166|None|+0.33%|None|27.29|None|9.08|None|+0.09|4.64B|NCR Corporation Common Stock|None|27.20 - 27.46|None|NCR|None|None|9:51am|NYQ|None|None|None|None|10/1/2007|None|None|None|+0.33%|None|-6.60%|2.90|-2.09|27.46|+19.67%|None|9:51am - <b>27.32</b>|None|22.83 - 36.50|None|None|None|0.67|USD|None|None|29.41|None|-25.15%|27.24|10.16|None
66.77|90.57|0.88|-1.46|75.43|None|-5.15%|None|73.87|1.20|None|1.23|7.20|-10.48|3.84|209814|73.97|84.45|424.94M|-0.13 - -0.18%|None|9.10|8/14/2015|2.64|3.96|13.45|2015-08-14 13:51:00 UTC+0000|74.01|None|74.10|None|4.52|4861|None|-0.18%|None|74.19|None|16.37|None|-0.13|4.50B|Nordson Corporation|None|73.87 - 74.17|None|NDSN|None|None|9:51am|NMS|6/9/2015|None|None|None|5/21/2015|19.27|None|None|-0.18%|None|-1.94%|5.51|-4.02|74.17|+10.78%|None|9:51am - <b>73.97</b>|None|66.77 - 84.45|None|None|None|1.13|USD|None|None|77.99|None|-12.41%|73.99|18.68|None
90.3300|117.7800|3.0800|5.1429|103.2170|None|+5.0040%|None|108.0400|2.9000|None|1.0900|18.0299|-4.2801|6.5330|2120100|108.3599|112.6400|8.11B|-0.5601 - -0.5142%|None|4.7000|8/14/2015|2.7694|5.6500|47.1970|2015-08-14 13:54:00 UTC+0000|108.2300|None|108.9200|None|6.1500|108920|None|-0.5142%|None|108.2700|None|17.6195|None|-0.5601|48.99B|NextEra Energy, Inc. Common Sto|None|108.0400 - 109.0000|None|NEE|None|None|9:54am|NYQ|9/15/2015|None|None|None|5/27/2015|16.5865|None|None|-0.5142%|None|+4.9826%|2.3078|5.1639|109.0000|+19.9600%|None|9:54am - <b>108.3599</b>|None|90.3300 - 112.6400|None|None|None|2.8800|USD|None|None|103.1960|None|-3.7998%|108.7300|19.1787|None
38.74|53.33|None|2.79|52.84|None|+14.16%|None|54.49|None|None|0.26|16.89|-7.07|0.90|187914|55.63|62.70|63.77M|+0.64 - +1.16%|None|6.80|8/14/2015|7.21|1.09|9.45|2015-08-14 13:52:00 UTC+0000|55.62|None|54.99|None|1.25|13764|None|+1.16%|None|55.78|None|44.50|None|+0.64|2.07B|Neogen Corporation|None|54.49 - 56.19|None|NEOG|None|None|9:52am|NMS|None|None|None|None|None|61.81|None|None|+1.16%|None|+5.27%|5.82|6.90|56.19|+43.60%|None|9:52am - <b>55.63</b>|None|38.74 - 62.70|None|None|None|3.25|USD|None|None|48.73|None|-11.28%|54.74|51.04|None
1.65|4.68|None|-1.80|3.75|None|-50.96%|None|1.93|None|None|-0.52|0.30|-14.26|-18.90|344797|1.95|16.21|82.72M|+0.00 - +0.00%|None|11.70|8/14/2015|0.11|-2.21|4.36|2015-08-14 13:53:00 UTC+0000|1.95|None|1.95|None|-1.75|14918|None|+0.00%|None|1.97|None|None|None|+0.00|54.78M|Nuverra Environmental Solutions|None|1.93 - 2.00|None|NES|None|None|9:53am|NYQ|None|None|None|None|None|None|None|None|+0.00%|None|-47.96%|0.45|-2.03|2.00|+18.18%|None|9:53am - <b>1.95</b>|None|1.65 - 16.21|None|None|None|-0.07|USD|None|None|3.98|None|-87.97%|1.95|None|None
15.01|31.60|1.32|-1.45|16.93|None|-26.61%|None|15.39|8.50|None|0.46|0.47|-10.29|0.31|524270|15.48|25.77|112.01M|+0.08 - +0.52%|None|4.40|8/14/2015|0.76|0.80|13.76|2015-08-14 13:54:00 UTC+0000|15.42|None|15.40|None|1.54|17004|None|+0.52%|None|15.47|None|10.05|None|+0.08|688.32M|New Media Investment Group Inc.|None|15.39 - 15.53|None|NEWM|None|None|9:54am|NYQ|8/20/2015|None|None|None|8/10/2015|50.59|None|None|+0.52%|None|-8.55%|1.12|-5.61|15.53|+3.13%|None|9:54am - <b>15.48</b>|None|15.01 - 25.77|None|None|None|0.00|USD|None|None|21.09|None|-39.93%|15.43|19.35|None
9.38|13.75|None|0.55|11.43|None|+8.44%|None|11.47|None|None|0.11|2.60|-2.00|0.28|51106|11.98|13.98|0.00|+0.46 - +3.99%|None|18.30|8/14/2015|7.86|0.34|14.36|2015-08-14 13:31:00 UTC+0000|11.66|None|11.52|None|0.61|1573|None|+3.99%|None|11.80|None|19.64|None|+0.46|547.75M|NewStar Financial, Inc.|None|11.47 - 11.98|None|NEWS|None|None|9:31am|NMS|None|None|None|None|None|42.63|None|None|+3.99%|None|+4.84%|0.80|0.93|11.98|+27.72%|None|9:31am - <b>11.98</b>|None|9.38 - 13.98|None|None|None|2.35|USD|None|None|11.05|None|-14.31%|11.47|35.24|None
12.65|15.17|0.28|-0.03|15.26|None|+2.78%|None|15.12|1.80|None|0.12|2.58|-0.63|0.42|340677|15.23|15.86|0.00|+0.07 - +0.46%|None|6.00|8/14/2015|7.45|0.45|13.13|2015-08-14 13:48:00 UTC+0000|15.25|None|15.16|None|0.50|4531|None|+0.46%|None|15.27|None|30.46|None|+0.07|646.68M|Northfield Bancorp, Inc.|None|15.12 - 15.27|None|NFBK|None|None|9:48am|NMS|8/19/2015|None|None|None|8/3/2015|36.18|None|None|+0.46%|None|-0.22%|1.15|0.41|15.27|+20.40%|None|9:48am - <b>15.23</b>|None|12.65 - 15.86|None|None|None|2.25|USD|None|None|14.82|None|-3.97%|15.12|33.84|None
45.08|116.34|None|16.38|107.56|None|+49.41%|None|123.10|None|None|0.04|78.86|-5.35|0.45|18611800|123.94|129.29|407.16M|+0.21 - +0.17%|None|1.50|8/14/2015|8.62|0.22|4.77|2015-08-14 13:54:00 UTC+0000|123.90|None|123.73|None|0.30|1618707|None|+0.17%|None|123.97|None|413.13|None|+0.21|52.80B|Netflix, Inc.|None|123.10 - 125.00|None|NFLX|None|None|9:54am|NMS|None|None|None|None|None|277.89|None|None|+0.17%|None|+15.23%|25.94|40.99|125.00|+174.95%|None|9:54am - <b>123.94</b>|None|45.08 - 129.29|None|None|None|25.59|USD|None|None|82.95|None|-4.14%|124.96|563.36|None
22.31|43.79|None|1.47|34.48|None|+3.24%|None|35.95|None|None|0.28|13.64|-8.92|-5.71|3172700|35.95|44.87|2.10B|-0.13 - -0.36%|None|3.90|8/14/2015|3.02|0.90|20.21|2015-08-14 13:54:00 UTC+0000|35.94|None|36.08|None|1.19|155209|None|-0.36%|None|35.99|None|30.21|None|-0.13|5.79B|Newfield Exploration Company Co|None|35.95 - 36.61|None|NFX|None|None|9:54am|NYQ|None|None|None|None|None|None|None|None|-0.36%|None|+4.27%|1.79|1.13|36.61|+61.14%|None|9:54am - <b>35.95</b>|None|22.31 - 44.87|None|None|None|13.92|USD|None|None|34.82|None|-19.88%|36.03|39.94|None
76.49|117.96|1.12|1.89|112.37|None|+11.32%|None|113.11|1.00|None|0.88|37.77|-3.46|3.70|2988870|114.26|117.72|4.82B|+0.66 - +0.58%|None|1.90|8/14/2015|3.18|4.18|14.83|2015-08-14 13:54:00 UTC+0000|114.18|None|113.60|None|4.73|249856|None|+0.58%|None|114.21|None|24.16|None|+0.66|97.73B|Nike, Inc. Common Stock|None|113.11 - 114.35|None|NKE|None|None|9:54am|NYQ|7/6/2015|None|None|None|5/28/2015|30.88|None|None|+0.58%|None|+1.68%|7.66|11.62|114.35|+49.38%|None|9:54am - <b>114.26</b>|None|76.49 - 117.72|None|None|None|2.20|USD|None|None|102.64|None|-2.94%|113.59|27.33|None
9.51|16.80|None|-0.82|12.12|None|-7.21%|None|10.90|None|None|-0.16|1.79|-6.23|0.05|1658810|11.30|17.53|54.65M|+0.30 - +2.73%|None|16.90|8/14/2015|5.13|-0.59|0.27|2015-08-14 13:54:00 UTC+0000|11.28|None|11.00|None|-1.11|108055|None|+2.73%|None|11.30|None|None|None|+0.30|1.50B|Nektar Therapeutics|None|10.90 - 11.32|None|NKTR|None|None|9:54am|NMS|None|None|None|None|None|240.43|None|None|+2.73%|None|-6.75%|41.35|-0.88|11.32|+18.82%|None|9:54am - <b>11.30</b>|None|9.51 - 17.53|None|None|None|2.66|USD|None|None|12.18|None|-35.54%|10.95|None|None
24.60|30.00|0.52|1.02|26.60|None|+1.77%|None|27.62|1.90|None|0.39|3.02|-2.92|1.39|13970|27.62|30.54|40.91M|-0.06 - -0.22%|None|18.90|8/14/2015|0.91|1.40|18.54|2015-08-14 13:30:00 UTC+0000|27.19|None|27.68|None|1.63|337|None|-0.22%|None|27.98|None|16.94|None|-0.06|547.98M|National Interstate Corporation|None|27.62 - 27.62|None|NATL|None|None|9:30am|NMS|5/29/2015|None|None|None|5/13/2015|19.93|None|None|-0.22%|None|+3.85%|1.49|0.48|27.62|+12.28%|None|9:30am - <b>27.62</b>|None|24.60 - 30.54|None|None|None|1.48|USD|None|None|27.14|None|-9.56%|27.62|19.73|None
15.670|29.880|0.000|-0.460|18.954|None|-28.952%|None|18.100|0.000|None|0.960|2.824|-21.676|-2.209|1428670|18.494|40.170|361.00M|+0.534 - +2.973%|None|7.400|8/14/2015|0.133|-0.230|-58.626|2015-08-14 13:54:00 UTC+0000|18.690|None|17.960|None|2.560|100782|None|+2.973%|None|18.740|None|7.224|None|+0.534|1.51B|Navistar International Corporat|None|18.100 - 18.760|None|NAV|None|None|9:54am|NYQ|None|None|None|None|12/8/1976|None|None|None|+2.973%|None|-2.427%|None|-7.536|18.760|+18.022%|None|9:54am - <b>18.494</b>|None|15.670 - 40.170|None|None|None|-8.120|USD|None|None|26.030|None|-53.961%|18.280|None|None
